Kategori|Skill|Micro Skill
Tasarım|Adobe Photoshop|Seçim araçları (Lasso, Magic Wand)
Tasarım|Adobe Photoshop|Renk ayarlamaları (Hue/Saturation, Brightness)
Tasarım|Adobe Photoshop|Katman maskesi oluşturma
Tasarım|Adobe Photoshop|Fırça aracı kullanımı
Tasarım|Adobe Photoshop|Yazı aracı ile metin düzenleme
Tasarım|Adobe Photoshop|Katman stilleri (gölge, parlama vb.)
Tasarım|Adobe Photoshop|Görsel kırpma ve yeniden boyutlandırma
Tasarım|Adobe Photoshop|Filtre efektleri (blur, sharpen vs.)
Tasarım|Adobe Photoshop|Arka plan temizleme
Tasarım|Adobe Photoshop|Görsel birleştirme (composite)
Tasarım|Adobe Photoshop|Seçili bölgeyi içerikle doldurma
Tasarım|Adobe Photoshop|Smart object ile çalışmak
Tasarım|Adobe Photoshop|Perspektif düzeltme
Tasarım|Adobe Photoshop|Renk grupları ve paletler
Tasarım|Adobe Photoshop|PNG, JPG, PSD olarak dışa aktarma
Tasarım|Adobe Photoshop|Klavye kısayollarını öğrenme
Tasarım|Adobe Photoshop|Mockup ve şablonlarla tasarım yapma
Tasarım|Figma|Figma arayüzünü tanıma
Tasarım|Figma|Yeni proje oluşturma
Tasarım|Figma|Frame ve layout oluşturma
Tasarım|Figma|Şekiller ekleme (rectangle, circle, vs.)
Tasarım|Figma|Yazı tipi ve stil ayarları
Tasarım|Figma|Renk ve dolgu ayarları
Tasarım|Figma|Shadow ve efekt kullanımı
Tasarım|Figma|Bileşen (component) oluşturma
Tasarım|Figma|Bileşen örneklerini (instance) kullanma
Tasarım|Figma|Otomatik hizalama ve dağıtım
Tasarım|Figma|Grid sistemi tanımlama
Tasarım|Figma|Sayfa yönetimi
Tasarım|Figma|Bağlantılar ile etkileşimli prototip oluşturma
Tasarım|Figma|Prototip animasyonlarını tanımlama
Tasarım|Figma|Mobil ve masaüstü tasarım arayüzü oluşturma
Tasarım|Figma|Responsive tasarım teknikleri
Tasarım|Figma|Paylaşım ve yorum alma
Tasarım|Figma|Versiyon kontrolü
Tasarım|Figma|Export işlemleri (PNG, SVG, PDF)
Tasarım|Figma|FigJam ile beyin fırtınası ve akış çizimi
Testing|Unit / Integration Testing|Unit test nedir tanımı
Testing|Unit / Integration Testing|Test senaryosu yazma
Testing|Unit / Integration Testing|Test framework kurulumu (Jest, JUnit, Pytest)
Testing|Unit / Integration Testing|Basit test fonksiyonu yazma
Testing|Unit / Integration Testing|Assertion kullanımı
Testing|Unit / Integration Testing|Test coverage nedir
Testing|Unit / Integration Testing|Test result analizi
Testing|Unit / Integration Testing|Mock nesne oluşturma
Testing|Unit / Integration Testing|Mock veri ile test senaryosu oluşturma
Testing|Unit / Integration Testing|Test class yapısı
Testing|Unit / Integration Testing|setUp ve tearDown metotları
Testing|Unit / Integration Testing|Test bağımsızlığı prensipleri
Testing|Unit / Integration Testing|Parametrize testler
Testing|Unit / Integration Testing|Test context oluşturma
Testing|Unit / Integration Testing|API testleri (GET, POST, PUT, DELETE)
Testing|Unit / Integration Testing|Integration test nedir
Testing|Unit / Integration Testing|Birden fazla servis entegre test
Testing|Unit / Integration Testing|Veritabanı ile test senaryosu
Testing|Unit / Integration Testing|Test veri üretimi
Testing|Unit / Integration Testing|CI/CD süreçlerinde otomatik test
Testing|Unit / Integration Testing|Test doubles (stub, fake, mock, spy)
Testing|Unit / Integration Testing|Snapshot testing
Testing|Unit / Integration Testing|Regression testing
Testing|Unit / Integration Testing|Error handling test senaryosu
Testing|Unit / Integration Testing|Edge case testleri
Testing|Unit / Integration Testing|Test suite organizasyonu
Testing|Unit / Integration Testing|Kod değişikliğinde test otomasyonu
Testing|Unit / Integration Testing|Fail ve pass koşullarını anlamak
Testing|Unit / Integration Testing|Test raporları oluşturma (HTML, XML)
Testing|Unit / Integration Testing|Mock service oluşturma (msw, wiremock)
Testing|Unit / Integration Testing|Test fixture yönetimi
Testing|Unit / Integration Testing|Exception fırlatma testi
Testing|Unit / Integration Testing|Test order yönetimi
Testing|Unit / Integration Testing|Localhost test ortamı kurulumu
Testing|Unit / Integration Testing|Kod kapsama oranını ölçme (coverage tools)
Testing|Unit / Integration Testing|Retry mekanizması ile test
Testing|Unit / Integration Testing|Smoke test ile temel kontrol
Testing|Unit / Integration Testing|End-to-end test kavramı ile farkları
Veri Bilimi|Matplotlib|Çizgi grafiği oluşturma (plt.plot)
Veri Bilimi|Matplotlib|Çubuk grafiği (bar chart) çizme
Veri Bilimi|Matplotlib|Histogram oluşturma (plt.hist)
Veri Bilimi|Matplotlib|Dağılım grafiği (plt.scatter)
Veri Bilimi|Matplotlib|Grafik başlık ve etiketleri ayarlama
Veri Bilimi|Matplotlib|Birden fazla grafik (subplot)
Veri Bilimi|Matplotlib|Eksen aralıklarını değiştirme (set_xlim, set_ylim)
Veri Bilimi|Matplotlib|Renk, çizgi tipi, işaretleyici özelleştirme
Veri Bilimi|Matplotlib|Grafik açıklamaları (legend)
Veri Bilimi|Matplotlib|Grafik kaydetme (savefig)
Veri Bilimi|Matplotlib|Yatay ve dikey çizgiler (axhline, axvline)
Veri Bilimi|Matplotlib|Stil ayarları (seaborn, ggplot temaları)
Veri Bilimi|Matplotlib|Arka plan renklendirme
Veri Bilimi|Matplotlib|Yazı tipi ayarları (fontdict)
Veri Bilimi|Matplotlib|Interaktif grafikler (Jupyter ile)
Veri Bilimi|Matplotlib|Otomatik etiketleme ve sayısal gösterim
Veri Bilimi|Matplotlib|3D grafikler oluşturma (Axes3D)
Veri Bilimi|Matplotlib|Grafik içine not (annotate) ekleme
Veri Bilimi|Matplotlib|Logaritmik eksen kullanımı
Veri Bilimi|Matplotlib|Zamana dayalı veri çizimi
Veri Bilimi|NumPy|Array oluşturma (np.array)
Veri Bilimi|NumPy|Array boyutlarını öğrenme (shape, ndim)
Veri Bilimi|NumPy|Array yeniden boyutlandırma (reshape)
Veri Bilimi|NumPy|Sıfır/ön tanımlı array oluşturma (zeros, ones, full)
Veri Bilimi|NumPy|Rastgele sayı üretme (random)
Veri Bilimi|NumPy|Array indeksleme ve slicing
Veri Bilimi|NumPy|Boolean indeksleme
Veri Bilimi|NumPy|Koşullu seçim
Veri Bilimi|NumPy|Vektörleştirilmiş işlemler (broadcasting)
Veri Bilimi|NumPy|Matematiksel işlemler (np.sum, np.mean, np.std)
Veri Bilimi|NumPy|Matris işlemleri (dot, matmul)
Veri Bilimi|NumPy|Transpoz alma (T)
Veri Bilimi|NumPy|Arrayleri birleştirme (concatenate, stack)
Veri Bilimi|NumPy|Arrayleri ayırma (split)
Veri Bilimi|NumPy|np.where ile koşullu değer atama
Veri Bilimi|NumPy|np.unique ile benzersiz değerleri bulma
Veri Bilimi|NumPy|NaN ile çalışma (np.isnan)
Veri Bilimi|NumPy|Array kopyalama (copy)
Veri Bilimi|NumPy|Array veri tipi dönüştürme (astype)
Veri Bilimi|NumPy|Satır/sütun ekleme ve silme (insert, delete)
Veri Bilimi|NumPy|np.arange, np.linspace ile sayısal diziler oluşturma
Veri Bilimi|Pandas|DataFrame oluşturma
Veri Bilimi|Pandas|CSV dosyası okuma/yazma
Veri Bilimi|Pandas|Excel dosyası ile çalışma
Veri Bilimi|Pandas|JSON verisini okuma
Veri Bilimi|Pandas|Veri türlerini kontrol etme (dtypes)
Veri Bilimi|Pandas|Kolon isimlerini değiştirme
Veri Bilimi|Pandas|Satır/sütun seçme (loc, iloc)
Veri Bilimi|Pandas|Filtreleme ve koşullu seçim
Veri Bilimi|Pandas|Yeni sütun oluşturma
Veri Bilimi|Pandas|Değer atama ve değiştirme
Veri Bilimi|Pandas|NaN verileri tespit etme
Veri Bilimi|Pandas|NaN verileri doldurma (fillna)
Veri Bilimi|Pandas|NaN verileri silme (dropna)
Veri Bilimi|Pandas|Veri birleştirme (merge, join)
Veri Bilimi|Pandas|Gruplama (groupby)
Veri Bilimi|Pandas|Özetleme işlemleri (mean, sum, count)
Veri Bilimi|Pandas|Pivot tablo oluşturma
Veri Bilimi|Pandas|Zaman serisi verileri ile çalışma
Veri Bilimi|Pandas|Histogram çizdirme
Veri Bilimi|Pandas|Apply kullanımı ile veri dönüştürme
Veri Bilimi|Scikit-learn|sklearn ile model oluşturma (fit)
Veri Bilimi|Scikit-learn|Tahmin yapma (predict)
Veri Bilimi|Scikit-learn|Eğitim/test veri ayırma (train_test_split)
Veri Bilimi|Scikit-learn|Doğruluk ölçümleri (accuracy_score)
Veri Bilimi|Scikit-learn|Regresyon modeli oluşturma (LinearRegression)
Veri Bilimi|Scikit-learn|Sınıflandırma (LogisticRegression, KNN, SVC)
Veri Bilimi|Scikit-learn|Karar ağaçları ve rastgele orman
Veri Bilimi|Scikit-learn|Modeli kaydetme/yükleme (joblib, pickle)
Veri Bilimi|Scikit-learn|Pipeline oluşturma
Veri Bilimi|Scikit-learn|Veri ölçekleme (StandardScaler, MinMaxScaler)
Veri Bilimi|Scikit-learn|One-hot encoding (ColumnTransformer)
Veri Bilimi|Scikit-learn|GridSearchCV ile model optimizasyonu
Veri Bilimi|Scikit-learn|Cross-validation uygulama
Veri Bilimi|Scikit-learn|PCA ile boyut indirgeme
Veri Bilimi|Scikit-learn|K-means ile kümeleme
Veri Bilimi|Scikit-learn|Model karışıklık matrisi (confusion matrix)
Veri Bilimi|Scikit-learn|ROC ve AUC eğrisi
Veri Bilimi|Scikit-learn|Sınıf ağırlıkları ile model dengeleme
Veri Bilimi|Scikit-learn|Outlier deteksiyonu (Isolation Forest)
Veri Bilimi|Scikit-learn|Eksik veri tahmini (imputer)
Veri Bilimi|Seaborn|Otomatik tema ile grafik çizimi
Veri Bilimi|Seaborn|Kategorik verilerle barplot oluşturma
Veri Bilimi|Seaborn|countplot ile sayısal gösterim
Veri Bilimi|Seaborn|boxplot ile dağılım inceleme
Veri Bilimi|Seaborn|violinplot ile varyans analizi
Veri Bilimi|Seaborn|heatmap ile korelasyon matrisi
Veri Bilimi|Seaborn|pairplot ile değişkenler arası ilişki
Veri Bilimi|Seaborn|scatterplot ile veri noktalarını karşılaştırma
Veri Bilimi|Seaborn|lineplot ile eğilim analizi
Veri Bilimi|Seaborn|swarmplot ile yoğunluk grafiği
Veri Bilimi|Seaborn|hue parametresi ile kategorik ayrım
Veri Bilimi|Seaborn|style ve palette parametreleri
Veri Bilimi|Seaborn|subplot yönetimi ve düzenleme
Veri Bilimi|Seaborn|Eksik veri görselleştirme (missingno ile)
Veri Bilimi|Seaborn|Anlamlı grafik başlıkları ve eksen adları
Veri Bilimi|Seaborn|Grafik açıklamaları ile detaylandırma
Veri Bilimi|Seaborn|Outlier tespiti için görselleştirme
Veri Bilimi|Seaborn|Zaman serisi ile heatmap üretimi
Veri Bilimi|Seaborn|Grafiklerin yazıya uygun çözünürlükte kaydı
Veri Görselleştirme|Power BI|Power BI nedir ve ne işe yarar
Veri Görselleştirme|Power BI|Power BI Desktop kurulumu
Veri Görselleştirme|Power BI|Veri kaynaklarıyla bağlantı kurma (Excel, SQL, Web)
Veri Görselleştirme|Power BI|Power Query ile veri temizleme
Veri Görselleştirme|Power BI|DAX (Data Analysis Expressions) nedir
Veri Görselleştirme|Power BI|DAX ile hesaplamalar (SUM, AVERAGE, COUNT)
Veri Görselleştirme|Power BI|Ölçü (measure) ve hesaplanan sütun oluşturma
Veri Görselleştirme|Power BI|Grafik türleri (bar, pie, line, map)
Veri Görselleştirme|Power BI|Dilimleyici (slicer) ve filtre kullanımı
Veri Görselleştirme|Power BI|Dashboard oluşturma
Veri Görselleştirme|Power BI|Power BI Service ile rapor yayınlama
Veri Görselleştirme|Power BI|Zaman serisi görselleştirme
Veri Görselleştirme|Power BI|KPI ve Card visual kullanımı
Veri Görselleştirme|Power BI|Interaktif görsel bağlantıları
Veri Görselleştirme|Power BI|Conditional formatting
Veri Görselleştirme|Power BI|Bookmark ve Button ile etkileşim
Veri Görselleştirme|Power BI|Rapor paylaşımı ve yetkilendirme
Veri Görselleştirme|Power BI|Power BI Mobile ile erişim
Veri Görselleştirme|Power BI|Power BI ile veri modelleme
Veri Görselleştirme|Power BI|Drill through ve tooltip ayarları
Veri Görselleştirme|Tableau|Tableau nedir ve özellikleri
Veri Görselleştirme|Tableau|Tableau Public ve Tableau Desktop farkları
Veri Görselleştirme|Tableau|Veri bağlantısı kurma (Excel, SQL Server)
Veri Görselleştirme|Tableau|Veri kaynağı düzenleme
Veri Görselleştirme|Tableau|Sheet ve Dashboard oluşturma
Veri Görselleştirme|Tableau|Filtreleme ve sıralama teknikleri
Veri Görselleştirme|Tableau|Grafik türleri ve özelleştirme
Veri Görselleştirme|Tableau|Calculated field kullanımı
Veri Görselleştirme|Tableau|Parameters ile dinamik kontrol
Veri Görselleştirme|Tableau|Dual-axis grafikleri
Veri Görselleştirme|Tableau|Tooltip özelleştirme
Veri Görselleştirme|Tableau|Heatmap ve TreeMap oluşturma
Veri Görselleştirme|Tableau|KPI dashboard oluşturma
Veri Görselleştirme|Tableau|Story oluşturma
Veri Görselleştirme|Tableau|Aksiyon tanımları (highlight, filter)
Veri Görselleştirme|Tableau|Zaman serisi görselleştirme
Veri Görselleştirme|Tableau|LOD ifadeleri (fixed, include, exclude)
Veri Görselleştirme|Tableau|Rapor paylaşımı ve yayınlama (Tableau Server)
Veri Görselleştirme|Tableau|Veri blend ve join işlemleri
Veri Görselleştirme|Tableau|Coğrafi veri ile çalışma (maps)
Veri Görselleştirme|Tableau|Otomasyon için Tableau Prep kullanımı
Web Geliştirme|CSS|CSS dosyası bağlama
Web Geliştirme|CSS|Seçiciler (selectors)
Web Geliştirme|CSS|Renk tanımlama (hex, rgb, hsl)
Web Geliştirme|CSS|Yazı tipi ve boyutu ayarlama
Web Geliştirme|CSS|Kenar boşlukları (margin, padding)
Web Geliştirme|CSS|Çerçeve (border) özellikleri
Web Geliştirme|CSS|Arka plan ayarları (background)
Web Geliştirme|CSS|Box model kavramı
Web Geliştirme|CSS|Display türleri (block, inline, flex, grid)
Web Geliştirme|CSS|Flexbox ile hizalama
Web Geliştirme|CSS|Grid sistem ile düzenleme
Web Geliştirme|CSS|Pozisyonlandırma (relative, absolute, fixed)
Web Geliştirme|CSS|Overflow, z-index kullanımı
Web Geliştirme|CSS|Pseudo class ve elementler
Web Geliştirme|CSS|Geçiş efektleri (transitions)
Web Geliştirme|CSS|Animasyon oluşturma (keyframes)
Web Geliştirme|CSS|Medya sorguları (media queries)
Web Geliştirme|CSS|Değişken tanımlama (custom properties)
Web Geliştirme|CSS|Temiz CSS yazım prensipleri (BEM metodolojisi)
Web Geliştirme|HTML|HTML temel yapısı (html, head, body)
Web Geliştirme|HTML|Metin etiketleri (h1-h6, p, span)
Web Geliştirme|HTML|Bağlantı verme (a tag)
Web Geliştirme|HTML|Görsel ekleme (img tag)
Web Geliştirme|HTML|Liste yapıları (ul, ol, li)
Web Geliştirme|HTML|Tablo oluşturma (table, tr, td)
Web Geliştirme|HTML|Form oluşturma (form, input, textarea)
Web Geliştirme|HTML|Buton ekleme (button)
Web Geliştirme|HTML|Checkbox ve radio button kullanımı
Web Geliştirme|HTML|Label ile input eşleştirme
Web Geliştirme|HTML|HTML5 semantik etiketler (section, article, aside)
Web Geliştirme|HTML|Iframe kullanımı
Web Geliştirme|HTML|Video ve ses ekleme (video, audio)
Web Geliştirme|HTML|Meta etiketler (charset, viewport)
Web Geliştirme|HTML|HTML ile bağlantı kurma (link, script)
Web Geliştirme|HTML|HTML içi yorum satırları
Web Geliştirme|HTML|HTML form doğrulama
Web Geliştirme|HTML|HTML'de data-* attribute kullanımı
Web Geliştirme|HTML|HTML entity karakterleri kullanımı
Web Geliştirme|JavaScript|Değişken tanımlama (var, let, const)
Web Geliştirme|JavaScript|Veri tipleri (number, string, boolean, object, array)
Web Geliştirme|JavaScript|Aritmetik ve mantıksal operatörler
Web Geliştirme|JavaScript|Koşullu ifadeler (if, else, switch)
Web Geliştirme|JavaScript|Döngüler (for, while, do-while, for...of)
Web Geliştirme|JavaScript|Fonksiyon tanımlama (function, arrow function)
Web Geliştirme|JavaScript|Array metodları (map, filter, reduce, forEach)
Web Geliştirme|JavaScript|Object ile çalışma (property erişimi, destructuring)
Web Geliştirme|JavaScript|Event handling (onclick, addEventListener)
Web Geliştirme|JavaScript|DOM erişimi ve düzenleme (getElementById, querySelector)
Web Geliştirme|JavaScript|DOM elemanı oluşturma ve silme
Web Geliştirme|JavaScript|Zamanlayıcılar (setTimeout, setInterval)
Web Geliştirme|JavaScript|Form verisi alma ve doğrulama
Web Geliştirme|JavaScript|JSON veri işleme
Web Geliştirme|JavaScript|Fetch API kullanımı
Web Geliştirme|JavaScript|Async/Await kullanımı
Web Geliştirme|JavaScript|Hata yönetimi (try, catch, finally)
Web Geliştirme|JavaScript|Scope ve closure kavramı
Web Geliştirme|JavaScript|Prototyping ve inheritance
Web Geliştirme|JavaScript|ES6+ özellikleri (spread, rest, destructuring, class)
Web Geliştirme|Next.js|Next.js nedir tanımı
Web Geliştirme|Next.js|Next.js kurulumu
Web Geliştirme|Next.js|Sayfa yönlendirmesi (routing)
Web Geliştirme|Next.js|Sayfa oluşturma (pages dizini)
Web Geliştirme|Next.js|Dinamik route yapısı
Web Geliştirme|Next.js|API route oluşturma
Web Geliştirme|Next.js|getStaticProps kullanımı
Web Geliştirme|Next.js|getServerSideProps kullanımı
Web Geliştirme|Next.js|Layout bileşenleri
Web Geliştirme|Next.js|Meta etiket yönetimi (next/head)
Web Geliştirme|Next.js|Link bileşeni kullanımı
Web Geliştirme|Next.js|Static site generation (SSG)
Web Geliştirme|Next.js|Server-side rendering (SSR)
Web Geliştirme|Next.js|Client-side rendering (CSR)
Web Geliştirme|Next.js|API bağlantısı (fetch/Axios ile veri çekme)
Web Geliştirme|Next.js|Form verisi işleme
Web Geliştirme|Next.js|CSS modülleri ile stillendirme
Web Geliştirme|Next.js|Tailwind CSS entegrasyonu
Web Geliştirme|Next.js|Deployment (Vercel, Netlify)
Web Geliştirme|Next.js|.env dosyası ile çevresel değişken kullanımı
Web Geliştirme|Next.js|Middleware kullanımı
Web Geliştirme|Next.js|App Router (v13+) ile yeni yapı kullanımı
Web Geliştirme|Tailwind CSS|Tailwind kurulumu (CDN, PostCSS, vs)
Web Geliştirme|Tailwind CSS|Temel yardımcı sınıflar (utility classes)
Web Geliştirme|Tailwind CSS|Renk sınıfları kullanımı (bg-red-500, text-white)
Web Geliştirme|Tailwind CSS|Margin ve padding yönetimi
Web Geliştirme|Tailwind CSS|Yazı tipi ve boyutları ayarlama
Web Geliştirme|Tailwind CSS|Flexbox sistemini uygulama (flex, justify, items)
Web Geliştirme|Tailwind CSS|Grid yapısı oluşturma
Web Geliştirme|Tailwind CSS|Border ve shadow özellikleri
Web Geliştirme|Tailwind CSS|Transition ve animasyon sınıfları
Web Geliştirme|Tailwind CSS|Responsive tasarım (sm:, md:, lg:)
Web Geliştirme|Tailwind CSS|Tailwind config dosyası özelleştirme
Web Geliştirme|Tailwind CSS|Karanlık tema desteği (dark mode)
Web Geliştirme|Tailwind CSS|Hover, focus gibi state sınıfları
Web Geliştirme|Tailwind CSS|Komponent tabanlı stillendirme
Web Geliştirme|Tailwind CSS|Tailwind ile custom class tanımlama
Web Geliştirme|Tailwind CSS|Tailwind + plugin kullanımı (forms, typography)
Web Geliştirme|Tailwind CSS|Tailwind ile layout şablonları oluşturma
Web Geliştirme|Tailwind CSS|Tailwind UI entegrasyonu
Web Geliştirme|Tailwind CSS|Tailwind ile form stillendirme
Web Geliştirme|Tailwind CSS|Tailwind ile grid-template-columns ayarları
Yapay Zeka|AutoGen|AutoGen nedir ve avantajları
Yapay Zeka|AutoGen|AutoGen ile çok ajanlı sistem kurulumu
Yapay Zeka|AutoGen|assistant ve user agent tanımı
Yapay Zeka|AutoGen|AutoGen ayarlarının yapılandırılması
Yapay Zeka|AutoGen|Ajanlar arası iletişimin tanımlanması
Yapay Zeka|AutoGen|Memory ayarları (conversation history)
Yapay Zeka|AutoGen|Tool tanımı ve entegrasyonu
Yapay Zeka|AutoGen|Özel fonksiyon yazımı ve bağlama
Yapay Zeka|AutoGen|OpenAI API ile entegrasyon
Yapay Zeka|AutoGen|LangChain ile kombine kullanım
Yapay Zeka|AutoGen|Dış veri kaynaklarına erişim
Yapay Zeka|AutoGen|AutoGen + agentframework örneği
Yapay Zeka|AutoGen|RAG (retrieval-augmented generation) yapıları
Yapay Zeka|AutoGen|Kod yazma görevlerinde kullanım
Yapay Zeka|AutoGen|Problem çözme (math, query, yazılım)
Yapay Zeka|AutoGen|Kodlama görevi paylaşımı (code role assign)
Yapay Zeka|AutoGen|Kullanıcıdan onay mekanizması
Yapay Zeka|AutoGen|Görev tamamlama akışı tanımı
Yapay Zeka|AutoGen|Gelişmiş API konuşmaları
Yapay Zeka|AutoGen|Hata çözümüne dayalı role switching
Yapay Zeka|AutoGen|Agent ağı yönetimi (agent graph)
Yapay Zeka|AutoGen|Role’lara göre veri filtreleme
Yapay Zeka|AutoGen|Toplu prompt üretimi
Yapay Zeka|AutoGen|AutoGen ile içerik üretimi
Yapay Zeka|AutoGen|Çok ajanlı oyun/simulasyon geliştirme
Yapay Zeka|AutoGen|Performans ölçüm ve hata loglama
Yapay Zeka|AutoGen|AutoGen ile takım işbirliği simülasyonu
Yapay Zeka|AutoGen|Tek ajanla çok görevin paralel işlenmesi
Yapay Zeka|Computer Vision (İleri Seviye)|Computer Vision genel tanımı
Yapay Zeka|Computer Vision (İleri Seviye)|Görüntü işleme vs görüntü anlama farkı
Yapay Zeka|Computer Vision (İleri Seviye)|CNN yapısının detayları
Yapay Zeka|Computer Vision (İleri Seviye)|Convolution, pooling, padding işlemleri
Yapay Zeka|Computer Vision (İleri Seviye)|Image augmentation teknikleri
Yapay Zeka|Computer Vision (İleri Seviye)|Batch normalization
Yapay Zeka|Computer Vision (İleri Seviye)|Transfer learning nedir
Yapay Zeka|Computer Vision (İleri Seviye)|Pre-trained modeller (ResNet, VGG, Inception)
Yapay Zeka|Computer Vision (İleri Seviye)|Mask R-CNN kullanımı
Yapay Zeka|Computer Vision (İleri Seviye)|YOLO (You Only Look Once) mimarisi
Yapay Zeka|Computer Vision (İleri Seviye)|Faster R-CNN detayları
Yapay Zeka|Computer Vision (İleri Seviye)|Semantic segmentation
Yapay Zeka|Computer Vision (İleri Seviye)|Instance segmentation
Yapay Zeka|Computer Vision (İleri Seviye)|Bounding box tespiti
Yapay Zeka|Computer Vision (İleri Seviye)|Landmark detection
Yapay Zeka|Computer Vision (İleri Seviye)|Pose estimation
Yapay Zeka|Computer Vision (İleri Seviye)|Optik akış (optical flow)
Yapay Zeka|Computer Vision (İleri Seviye)|Video işleme temelleri
Yapay Zeka|Computer Vision (İleri Seviye)|Yol işareti veya yüz tanıma sistemleri
Yapay Zeka|Computer Vision (İleri Seviye)|Görüntüden metin çıkarımı (OCR)
Yapay Zeka|Computer Vision (İleri Seviye)|Tıbbi görüntü işleme
Yapay Zeka|Computer Vision (İleri Seviye)|3D görüntü işlemleri
Yapay Zeka|Computer Vision (İleri Seviye)|Self-supervised öğrenme
Yapay Zeka|Computer Vision (İleri Seviye)|Vizualizasyon (Grad-CAM, feature map)
Yapay Zeka|Computer Vision (İleri Seviye)|Görüntü benzerliği analizi
Yapay Zeka|Computer Vision (İleri Seviye)|OpenCV ile ileri uygulamalar
Yapay Zeka|Computer Vision (İleri Seviye)|TensorFlow + TF Records ile eğitim
Yapay Zeka|Computer Vision (İleri Seviye)|PyTorch ile custom dataloader
Yapay Zeka|Computer Vision (İleri Seviye)|Veri kümesi hazırlama (COCO, Pascal VOC)
Yapay Zeka|Computer Vision (İleri Seviye)|Eğitim sırasında performans değerlendirme
Yapay Zeka|Computer Vision (İleri Seviye)|mAP, IoU gibi metrikler
Yapay Zeka|Computer Vision (İleri Seviye)|Model karşılaştırmaları
Yapay Zeka|Computer Vision (İleri Seviye)|Hiperparametre ayarları
Yapay Zeka|Computer Vision (İleri Seviye)|Real-time görüntü sınıflandırma
Yapay Zeka|Computer Vision (İleri Seviye)|Object tracking
Yapay Zeka|Computer Vision (İleri Seviye)|Görüntüde anomaly detection
Yapay Zeka|Computer Vision (İleri Seviye)|Çok sınıflı segmentasyon
Yapay Zeka|Computer Vision (İleri Seviye)|Ensemble yöntemleri ile görsel model birleştirme
Yapay Zeka|LangChain|LangChain nedir ve neden kullanılır?
Yapay Zeka|LangChain|LangChain ile zincir yapıları oluşturma
Yapay Zeka|LangChain|LLMChain, SimpleSequentialChain kavramları
Yapay Zeka|LangChain|PromptTemplate kullanımı
Yapay Zeka|LangChain|OutputParser yazımı
Yapay Zeka|LangChain|Vector store ile entegrasyon (FAISS, Pinecone)
Yapay Zeka|LangChain|LangChain ile embedding alma
Yapay Zeka|LangChain|Memory kullanımı (ConversationBufferMemory)
Yapay Zeka|LangChain|Agent nedir, ne zaman kullanılır?
Yapay Zeka|LangChain|Tool ve Agent tanımları
Yapay Zeka|LangChain|LangChain ile API üzerinden veri çekme
Yapay Zeka|LangChain|LangChain ile veritabanı sorgulama (SQLChain)
Yapay Zeka|LangChain|LangChain Expression Language (LCEL)
Yapay Zeka|LangChain|Retriever tanımı ve uygulama örnekleri
Yapay Zeka|LangChain|Custom tool geliştirme
Yapay Zeka|LangChain|LangChain ChatAgent oluşturma
Yapay Zeka|LangChain|LangChain ile dosya okuma (PDF, CSV, TXT)
Yapay Zeka|LangChain|Dosya içeriklerinin indekslenmesi
Yapay Zeka|LangChain|LangChain ile chain’ler arası geçiş
Yapay Zeka|LangChain|AgentExecutor kullanımı
Yapay Zeka|LangChain|PromptLayer ile performans takibi
Yapay Zeka|LangChain|LangSmith ile debugging
Yapay Zeka|LangChain|LangChain ile çoklu model yönetimi
Yapay Zeka|LangChain|ReAct template ile reasoning agent
Yapay Zeka|LangChain|Chat history saklama
Yapay Zeka|LangChain|Streaming ile canlı çıktılar alma
Yapay Zeka|LangChain|Chain serialization
Yapay Zeka|LangChain|LangChain ile JSON output üretimi
Yapay Zeka|LangChain|LangChain ile hata yönetimi
Yapay Zeka|LangChain|LangChain + Flask ile frontend entegrasyonu
Yapay Zeka|LangChain|LangChain + Streamlit ile demo hazırlama
Yapay Zeka|LangChain|LangChain ile arama motoru entegrasyonu
Yapay Zeka|LangChain|LangChain Hub kullanımı
Yapay Zeka|LangChain|LangChain ile çok adımlı karar yapıları
Yapay Zeka|LangChain|LangChain ile task manager (agent + tool)
Yapay Zeka|LangChain|LangChain ile veri ayıklama ve etiketleme
Yapay Zeka|NLP|NLP nedir ve kullanım alanları
Yapay Zeka|NLP|Tokenization (kelime, cümle, karakter)
Yapay Zeka|NLP|Stopword kaldırma
Yapay Zeka|NLP|Lemmatization
Yapay Zeka|NLP|Stemming
Yapay Zeka|NLP|POS tagging (kelime türü belirleme)
Yapay Zeka|NLP|Named Entity Recognition (NER)
Yapay Zeka|NLP|Dependency parsing
Yapay Zeka|NLP|Text normalization
Yapay Zeka|NLP|Vectorization (TF-IDF, Bag of Words)
Yapay Zeka|NLP|Word Embeddings (Word2Vec, GloVe)
Yapay Zeka|NLP|Transformer tabanlı modeller
Yapay Zeka|NLP|BERT, RoBERTa, DistilBERT kullanımı
Yapay Zeka|NLP|Sentiment analizi
Yapay Zeka|NLP|Konu modelleme (LDA, NMF)
Yapay Zeka|NLP|Cümle benzerliği ölçümü
Yapay Zeka|NLP|Metin sınıflandırma
Yapay Zeka|NLP|Metin özetleme (extractive, abstractive)
Yapay Zeka|NLP|Soru-cevap sistemleri
Yapay Zeka|NLP|Otomatik anahtar kelime çıkarımı
Yapay Zeka|NLP|Dil modeli eğitimi
Yapay Zeka|NLP|Çeviri sistemleri (neural translation)
Yapay Zeka|NLP|Chatbot geliştirme
